7.019911408424377441e-01,4.103085771203041077e-02,7.775833606719970703e-01,7.409571856260299683e-02,1.594701051712036133e+00
6.746723651885986328e-01,3.863960877060890198e-02,2.462805211544036865e-01,0.000000000000000000e+00,9.595925211906433105e-01
6.648698449134826660e-01,2.830279059708118439e-02,3.771213814616203308e-02,0.000000000000000000e+00,7.308847904205322266e-01
6.563985347747802734e-01,3.098258748650550842e-02,7.300532422959804535e-03,0.000000000000000000e+00,6.946817040443420410e-01
5.949820280075073242e-01,3.394108265638351440e-02,2.351669361814856529e-03,0.000000000000000000e+00,6.312747597694396973e-01
5.967487692832946777e-01,2.805890329182147980e-02,5.671344697475433350e-04,0.000000000000000000e+00,6.253747940063476562e-01
5.183209180831909180e-01,2.257221564650535583e-02,2.428517036605626345e-04,0.000000000000000000e+00,5.411359667778015137e-01
5.652118325233459473e-01,8.915584534406661987e-03,4.829835146665573120e-02,1.674254238605499268e-02,6.391683220863342285e-01
4.089187681674957275e-01,9.792383760213851929e-03,5.774429813027381897e-02,2.204655855894088745e-02,4.985020160675048828e-01
3.386315405368804932e-01,1.340282522141933441e-02,8.052976045291870832e-05,0.000000000000000000e+00,3.521148860454559326e-01
3.218870759010314941e-01,8.988927118480205536e-03,3.622770009314990602e-06,0.000000000000000000e+00,3.308796286582946777e-01
1.967421174049377441e-01,7.024925202131271362e-03,2.492287785571534187e-05,0.000000000000000000e+00,2.037919759750366211e-01
1.554685831069946289e-01,2.405777573585510254e-02,8.450319910480175167e-06,0.000000000000000000e+00,1.795348078012466431e-01
9.527503699064254761e-02,1.876031979918479919e-02,4.861821707891067490e-06,0.000000000000000000e+00,1.140402257442474365e-01
8.079359680414199829e-02,1.625568047165870667e-02,6.933606755410437472e-07,0.000000000000000000e+00,9.704996645450592041e-02
1.436855047941207886e-01,4.093305766582489014e-02,9.420202218279882800e-07,0.000000000000000000e+00,1.846195012331008911e-01
1.910470277070999146e-01,5.113676935434341431e-02,2.845180233634891920e-07,0.000000000000000000e+00,2.421840727329254150e-01
2.737605944275856018e-02,9.698082692921161652e-03,1.691704243421554565e-01,4.562926292419433594e-02,2.518738210201263428e-01
5.219085887074470520e-02,1.761754974722862244e-02,7.986549288034439087e-02,2.231036312878131866e-02,1.719842702150344849e-01
2.827409841120243073e-02,2.005732618272304535e-02,1.233998432326188777e-07,0.000000000000000000e+00,4.833154752850532532e-02
2.233124338090419769e-02,1.674045436084270477e-02,3.434589505195617676e-02,1.866940595209598541e-02,9.208700060844421387e-02
1.977848261594772339e-02,1.482375431805849075e-02,5.853140692124725319e-07,0.000000000000000000e+00,3.460282087326049805e-02
2.452974207699298859e-02,1.700634695589542389e-02,3.720599011103331577e-07,0.000000000000000000e+00,4.153646156191825867e-02
7.546374574303627014e-03,2.502564340829849243e-03,5.386470258235931396e-02,3.586463630199432373e-02,9.977827966213226318e-02
1.419110223650932312e-02,9.160284884274005890e-03,1.122238231232586259e-07,0.000000000000000000e+00,2.335149794816970825e-02
1.451457198709249496e-02,2.217995002865791321e-03,3.810448199510574341e-02,1.795057579874992371e-02,7.278762012720108032e-02
2.082955278456211090e-02,2.574173919856548309e-02,1.087652072310447693e-01,3.352526947855949402e-02,1.888617724180221558e-01
1.406660862267017365e-02,7.074802182614803314e-03,7.291071142390137538e-06,0.000000000000000000e+00,2.114870212972164154e-02
1.852109469473361969e-02,1.016677357256412506e-03,9.704487025737762451e-02,5.975370109081268311e-02,1.763363480567932129e-01
2.078362368047237396e-02,1.929103396832942963e-02,1.224686059231316904e-07,0.000000000000000000e+00,4.007478058338165283e-02
2.039917372167110443e-02,1.352972351014614105e-02,3.240908768020744901e-07,0.000000000000000000e+00,3.392922133207321167e-02
4.090957343578338623e-02,5.498931277543306351e-03,7.185117155313491821e-02,5.516021326184272766e-02,1.734198927879333496e-01
5.534714460372924805e-02,1.118826866149902344e-02,6.809880142100155354e-05,0.000000000000000000e+00,6.660351157188415527e-02
1.369848567992448807e-02,2.313724951818585396e-03,1.760647445917129517e-01,1.326799690723419189e-01,3.247569501399993896e-01
2.790044620633125305e-02,4.473498091101646423e-03,1.525323987007141113e-01,5.973605066537857056e-02,2.446423768997192383e-01
2.532815374433994293e-02,5.096993409097194672e-03,7.465951144695281982e-02,5.708979070186614990e-02,1.621744483709335327e-01
1.063031237572431564e-02,3.555512521415948868e-03,4.821200296282768250e-02,3.645625710487365723e-02,9.885408729314804077e-02
2.571662887930870056e-02,1.166837848722934723e-02,4.781561717391014099e-02,2.776093222200870514e-02,1.129615530371665955e-01
2.450575307011604309e-02,1.764266192913055420e-02,1.247279287781566381e-04,0.000000000000000000e+00,4.227314144372940063e-02
2.339642681181430817e-02,1.300374045968055725e-02,3.892861423082649708e-04,0.000000000000000000e+00,3.678945451974868774e-02
1.171930041164159775e-02,6.480005569756031036e-03,2.748899348080158234e-02,4.261755198240280151e-02,8.830585330724716187e-02
1.843315921723842621e-02,1.031892746686935425e-02,2.953724749386310577e-02,3.645695745944976807e-02,9.474629163742065430e-02
1.151974406093358994e-02,6.489395629614591599e-03,3.897459805011749268e-02,7.205983251333236694e-02,1.290435642004013062e-01
8.946812711656093597e-03,6.693178787827491760e-03,1.729039847850799561e-02,4.702477902173995972e-02,7.995516806840896606e-02
8.121083490550518036e-03,1.305620186030864716e-02,3.864226862788200378e-02,7.769567519426345825e-02,1.375152170658111572e-01
2.372959256172180176e-02,1.451730728149414062e-02,5.759471654891967773e-02,7.835808396339416504e-02,1.741997003555297852e-01
1.333077065646648407e-02,1.474557071924209595e-02,2.078572474420070648e-02,5.269804969429969788e-02,1.015601158142089844e-01
7.799756713211536407e-03,2.988978754729032516e-03,2.548815123736858368e-02,1.220028996467590332e-01,1.582797914743423462e-01
1.223119348287582397e-02,7.572280243039131165e-03,1.077460870146751404e-02,3.974337875843048096e-02,7.032145559787750244e-02
